Gene.ID	Intron_Counts	Intron_Length	Intron_Counts_Norm	Exon_Only_Counts	Exon_Length	Exon_Only_Counts_Norm	Intron_Div_Flanking_Exons	ENSUMG	txid	intron_num	Chromosome	Gene.Start	Gene.End	Gene_Length	Strand	FiveSS	ThreeSS	Intron_Size	Uninduced_spliced	Uninduced_unspliced	Induced_spliced	Induced_unspliced	Unind_splice_eff	Induc_splice_eff	Log2_FC.DMSO.splice.eff..Untreated.splice.eff.	LRS_Counts_Unind	LRS_Counts_Induced	Untreated_Int_Count	Untreated_NIC	NIC.0_Yes.1	Intron_within_750nt_TSS_Yes.1
ENSMUST00000001452.13_intron_8_0_chr3_88313375_f	34499.66796	183	188522.7757	1957107.333	213	9188297.338	0.020517705	ENSMUSG00000001416	ENSMUST00000001452.13	8	chr3	88297115	88321767	24652	plus	88313373	88313556	183	17	0	7	0	1	1	0	17	7	0	0	1	0
ENSMUST00000001452.13_intron_9_0_chr3_88313638_f	36415.8644	4710	7731.60603	1899247.3	261	7276809.577	0.001062499	ENSMUSG00000001416	ENSMUST00000001452.13	9	chr3	88297115	88321767	24652	plus	88313636	88318346	4710	14	0	6	0	1	1	0	14	6	1	0.066666667	0	0
ENSMUST00000001479.4_intron_1_0_chr11_97163515_r	13244	401	33027.43142	794128	275	2887738.182	0.011437128	ENSMUSG00000001440	ENSMUST00000001479.4	19	chr11	97187881	97159713	28168	minus	97163914	97163513	401	6	4	4	0	0.6	NA	NA	10	4	1	0.142857143	0	0
ENSMUST00000001479.4_intron_10_0_chr11_97170033_r	13673.9859	1491	9171.0167	689755.9991	321	2148772.583	0.004268026	ENSMUSG00000001440	ENSMUST00000001479.4	10	chr11	97187881	97159713	28168	minus	97171522	97170031	1491	10	1	6	0	0.909090909	1	0.137503524	11	6	1	0.090909091	0	0
ENSMUST00000001479.4_intron_11_0_chr11_97171714_r	16790.3007	1341	12520.73132	1164243.5	415	2805406.025	0.004463073	ENSMUSG00000001440	ENSMUST00000001479.4	9	chr11	97187881	97159713	28168	minus	97173053	97171712	1341	10	2	6	1	0.833333333	0.857142857	0.040641985	12	7	0	0	1	0
ENSMUST00000001479.4_intron_2_0_chr11_97164029_r	34221.37	698	49027.75072	515928.703	219	2355838.826	0.020811165	ENSMUSG00000001440	ENSMUST00000001479.4	18	chr11	97187881	97159713	28168	minus	97164725	97164027	698	7	4	3	5	0.636363636	0.375	-0.762960802	11	8	0	0	1	0
ENSMUST00000001479.4_intron_9_0_chr11_97169296_r	10381.6634	608	17075.10428	536729.4003	277	1937651.265	0.008812269	ENSMUSG00000001440	ENSMUST00000001479.4	11	chr11	97187881	97159713	28168	minus	97169902	97169294	608	10	0	7	0	1	1	0	10	7	1	0.090909091	0	0
ENSMUST00000001566.9_intron_0_0_chr17_35836040_r	25552.0322	125	204416.2576	15933988.14	2228	7151700.241	0.028582889	ENSMUSG00000001525	ENSMUST00000001566.9	2	chr17	35838306	35833920	4386	minus	35836163	35836038	125	24	6	4	6	0.8	0.4	-1	30	10	0	0	1	0
ENSMUST00000001566.9_intron_1_0_chr17_35836274_r	53383.9333	356	149954.8688	2232574.167	218	10241165.9	0.014642363	ENSMUSG00000001525	ENSMUST00000001566.9	1	chr17	35838306	35833920	4386	minus	35836628	35836272	356	26	5	2	8	0.838709677	0.2	-2.068171502	31	10	2	0.071428571	0	0
ENSMUST00000001569.14_intron_4_0_chr17_35824710_f	625	125	5000	45198.5	262	172513.3588	0.028983263	ENSMUSG00000059714	ENSMUST00000001569.14	4	chr17	35823229	35832791	9562	plus	35824708	35824833	125	10	2	1	0	0.833333333	NA	NA	12	1	0	0	1	0
ENSMUST00000001672.11_intron_6_0_chr12_40213260_r	8284.634	720	11506.43611	192569.2597	207	930286.2787	0.012368705	ENSMUSG00000001627	ENSMUST00000001672.11	4	chr12	40223189	40201566	21623	minus	40213978	40213258	720	5	6	0	2	0.454545455	NA	NA	11	2	0	0	1	0
ENSMUST00000001672.11_intron_8_0_chr12_40216315_r	5860.8572	845	6935.92568	199421.4999	208	958757.2113	0.007234288	ENSMUSG00000001627	ENSMUST00000001672.11	2	chr12	40223189	40201566	21623	minus	40217158	40216313	845	3	7	1	0	0.3	NA	NA	10	1	0	0	1	0
ENSMUST00000001724.11_intron_10_0_chr1_121564604_r	2724.203	1279	2129.947615	352649.237	397	888285.2317	0.002397819	ENSMUSG00000001674	ENSMUST00000001724.11	1	chr1	121567989	121553834	14155	minus	121565881	121564602	1279	10	0	3	0	1	NA	NA	10	3	0	0	1	0
ENSMUST00000001724.11_intron_7_0_chr1_121561596_r	2802.333	96	29190.96875	317141.51	414	766042.2947	0.03810621	ENSMUSG00000001674	ENSMUST00000001724.11	4	chr1	121567989	121553834	14155	minus	121561690	121561594	96	7	4	2	0	0.636363636	NA	NA	11	2	0	0	1	0
ENSMUST00000001724.11_intron_8_0_chr1_121561791_r	4314.5	270	15979.62963	208254.72	235	886190.2979	0.018031826	ENSMUSG00000001674	ENSMUST00000001724.11	3	chr1	121567989	121553834	14155	minus	121562059	121561789	270	10	2	2	0	0.833333333	NA	NA	12	2	1	0.090909091	0	0
ENSMUST00000001724.11_intron_9_0_chr1_121562195_r	5016.67	2300	2181.16087	249655.32	245	1019001.306	0.002140489	ENSMUSG00000001674	ENSMUST00000001724.11	2	chr1	121567989	121553834	14155	minus	121564493	121562193	2300	11	0	3	0	1	NA	NA	11	3	0	0	1	0
ENSMUST00000001780.9_intron_7_0_chr12_112658464_r	13098	84	155928.5714	525956.98	196	2683453.98	0.058107414	ENSMUSG00000001729	ENSMUST00000001780.9	5	chr12	112674276	112653820	20456	minus	112658546	112658462	84	8	4	4	0	0.666666667	NA	NA	12	4	0	0	1	0
ENSMUST00000001780.9_intron_8_0_chr12_112658678_r	26287.26	453	58029.27152	825889.26	278	2970824.676	0.019533052	ENSMUSG00000001729	ENSMUST00000001780.9	4	chr12	112674276	112653820	20456	minus	112659129	112658676	453	5	8	2	2	0.384615385	NA	NA	13	4	2	0.285714286	0	0
ENSMUST00000001825.8_intron_1_0_chr9_18295350_f	56905.325	5658	10057.49823	234242.9973	105	2230885.689	0.004508298	ENSMUSG00000001774	ENSMUST00000001825.8	1	chr9	18292124	18317442	25318	plus	18295348	18301006	5658	51	1	29	0	0.980769231	1	0.028014376	52	29	1	0.019230769	0	0
ENSMUST00000001825.8_intron_2_0_chr9_18301063_f	6342	965	6572.020725	355440.5	213	1668734.742	0.003938326	ENSMUSG00000001774	ENSMUST00000001825.8	2	chr9	18292124	18317442	25318	plus	18301061	18302026	965	45	1	24	0	0.97826087	1	0.031708859	46	24	0	0	1	0
ENSMUST00000001825.8_intron_3_0_chr9_18302184_f	49781.84	2101	23694.35507	386319.7	260	1485845	0.015946721	ENSMUSG00000001774	ENSMUST00000001825.8	3	chr9	18292124	18317442	25318	plus	18302182	18304283	2101	15	1	16	0	0.9375	1	0.093109404	16	16	6	0.285714286	0	0
ENSMUST00000001825.8_intron_4_0_chr9_18304387_f	12761	908	14053.96476	200231.5	161	1243673.913	0.011300361	ENSMUSG00000001774	ENSMUST00000001825.8	4	chr9	18292124	18317442	25318	plus	18304385	18305293	908	15	0	14	0	1	1	0	15	14	0	0	1	0
ENSMUST00000001825.8_intron_5_0_chr9_18305352_f	29823.2507	3400	8771.544324	173023.9996	128	1351749.997	0.006489029	ENSMUSG00000001774	ENSMUST00000001825.8	5	chr9	18292124	18317442	25318	plus	18305350	18308750	3400	13	0	12	1	1	0.923076923	-0.115477217	13	13	0	0	1	0
ENSMUST00000001825.8_intron_6_0_chr9_18308821_f	14861	1014	14655.81854	218823.5	175	1250420	0.011720717	ENSMUSG00000001774	ENSMUST00000001825.8	6	chr9	18292124	18317442	25318	plus	18308819	18309833	1014	13	1	11	1	0.928571429	0.916666667	-0.018615679	14	12	0	0	1	0
ENSMUST00000001825.8_intron_7_0_chr9_18309939_f	11668.49	1975	5908.096203	280721.41	224	1253220.58	0.004714331	ENSMUSG00000001774	ENSMUST00000001825.8	7	chr9	18292124	18317442	25318	plus	18309937	18311912	1975	13	1	10	0	0.928571429	1	0.106915203	14	10	0	0	1	0
ENSMUST00000001825.8_intron_8_0_chr9_18312032_f	6058	400	15145	246517.52	181	1361975.249	0.011119879	ENSMUSG00000001774	ENSMUST00000001825.8	8	chr9	18292124	18317442	25318	plus	18312030	18312430	400	14	3	8	0	0.823529412	1	0.280107919	17	8	0	0	1	0
ENSMUST00000001825.8_intron_9_0_chr9_18312493_f	4602.5	287	16036.58537	1485289.886	4726	314280.5515	0.051026337	ENSMUSG00000001774	ENSMUST00000001825.8	9	chr9	18292124	18317442	25318	plus	18312491	18312778	287	13	2	7	0	0.866666667	1	0.206450877	15	7	2	0.133333333	0	0
ENSMUST00000001834.3_intron_2_0_chr10_85942599_r	5682	612	9284.313725	594756.8	298	1995828.188	0.00465186	ENSMUSG00000001783	ENSMUST00000001834.3	8	chr10	85957823	85938636	19187	minus	85943209	85942597	612	10	1	1	0	0.909090909	NA	NA	11	1	0	0	1	0
ENSMUST00000001834.3_intron_3_0_chr10_85943398_r	5742	419	13704.05728	718439.4	363	1979171.901	0.006924137	ENSMUSG00000001783	ENSMUST00000001834.3	7	chr10	85957823	85938636	19187	minus	85943815	85943396	419	11	2	1	0	0.846153846	NA	NA	13	1	0	0	1	0
ENSMUST00000001834.3_intron_4_0_chr10_85943991_r	7127.5	2202	3236.830154	580302.5	334	1737432.635	0.001862996	ENSMUSG00000001783	ENSMUST00000001834.3	6	chr10	85957823	85938636	19187	minus	85946191	85943989	2202	14	0	1	0	1	NA	NA	14	1	0	0	1	0
ENSMUST00000001834.3_intron_5_0_chr10_85946351_r	5461	828	6595.410628	548731.6	315	1742005.079	0.003786103	ENSMUSG00000001783	ENSMUST00000001834.3	5	chr10	85957823	85938636	19187	minus	85947177	85946349	828	13	0	2	0	1	NA	NA	13	2	0	0	1	0
ENSMUST00000001834.3_intron_6_0_chr10_85947334_r	9647.1766	2134	4520.701312	520769.49	312	1669132.981	0.002708413	ENSMUSG00000001783	ENSMUST00000001834.3	4	chr10	85957823	85938636	19187	minus	85949466	85947332	2134	12	1	2	0	0.923076923	NA	NA	13	2	0	0	1	0
ENSMUST00000001834.3_intron_7_0_chr10_85949623_r	7491.0136	1734	4320.077047	386811.8599	255	1516909.255	0.002847947	ENSMUSG00000001783	ENSMUST00000001834.3	3	chr10	85957823	85938636	19187	minus	85951355	85949621	1734	14	1	2	5	0.933333333	0.285714286	-1.707819248	15	7	1	0.066666667	0	0
ENSMUST00000001834.3_intron_8_0_chr10_85951455_r	17283.33	1984	8711.355847	282737.82	166	1703239.88	0.00511458	ENSMUSG00000001783	ENSMUST00000001834.3	2	chr10	85957823	85938636	19187	minus	85953437	85951453	1984	14	2	2	2	0.875	NA	NA	16	4	1	0.066666667	0	0
ENSMUST00000001834.3_intron_9_0_chr10_85953505_r	9239.4998	2216	4169.449368	235643.9998	145	1625131.033	0.002565608	ENSMUSG00000001783	ENSMUST00000001834.3	1	chr10	85957823	85938636	19187	minus	85955719	85953503	2216	16	1	4	0	0.941176471	NA	NA	17	4	0	0	1	0
ENSMUST00000002043.9_intron_1_0_chr11_106202179_r	1292	207	6241.545894	145715.5	276	527954.7101	0.011822124	ENSMUSG00000078622	ENSMUST00000002043.9	10	chr11	106216344	106197407	18937	minus	106202384	106202177	207	12	0	3	2	1	0.6	-0.736965594	12	5	0	0	1	0
ENSMUST00000002043.9_intron_10_0_chr11_106211781_r	4736.337	1302	3637.739631	233332.313	387	602925.8734	0.006033477	ENSMUSG00000078622	ENSMUST00000002043.9	1	chr11	106216344	106197407	18937	minus	106213081	106211779	1302	23	1	16	2	0.958333333	0.888888889	-0.108524456	24	18	0	0	1	0
ENSMUST00000002043.9_intron_2_0_chr11_106202494_r	1870	236	7923.728814	71048	167	425437.1257	0.018624911	ENSMUSG00000078622	ENSMUST00000002043.9	9	chr11	106216344	106197407	18937	minus	106202728	106202492	236	15	0	5	2	1	0.714285714	-0.485426827	15	7	0	0	1	0
ENSMUST00000002043.9_intron_3_0_chr11_106202787_r	2527.42858	753	3356.478858	52295	143	365699.3007	0.009178248	ENSMUSG00000078622	ENSMUST00000002043.9	8	chr11	106216344	106197407	18937	minus	106203538	106202785	753	16	0	5	1	1	0.833333333	-0.263034406	16	6	0	0	1	0
ENSMUST00000002043.9_intron_4_0_chr11_106203624_r	2717.8336	1299	2092.250654	76876.5	195	394238.4615	0.005307069	ENSMUSG00000078622	ENSMUST00000002043.9	7	chr11	106216344	106197407	18937	minus	106204921	106203622	1299	17	0	6	1	1	0.857142857	-0.222392421	17	7	2	0.105263158	0	0
ENSMUST00000002043.9_intron_5_0_chr11_106205032_r	1658.41111	330	5025.488212	110460.27	211	523508.3886	0.009599633	ENSMUSG00000078622	ENSMUST00000002043.9	6	chr11	106216344	106197407	18937	minus	106205360	106205030	330	19	0	8	0	1	1	0	19	8	0	0	1	0
ENSMUST00000002043.9_intron_6_0_chr11_106205462_r	4222.5357	2546	1658.497918	106946.7952	166	644257.8024	0.002574277	ENSMUSG00000078622	ENSMUST00000002043.9	5	chr11	106216344	106197407	18937	minus	106208006	106205460	2546	17	0	8	0	1	1	0	17	8	0	0	1	0
ENSMUST00000002043.9_intron_7_0_chr11_106208072_r	2330	125	18640	117631	186	632424.7312	0.029473863	ENSMUSG00000078622	ENSMUST00000002043.9	4	chr11	106216344	106197407	18937	minus	106208195	106208070	125	16	4	8	0	0.8	1	0.321928095	20	8	0	0	1	0
ENSMUST00000002043.9_intron_8_0_chr11_106208317_r	10389.875	1973	5266.02889	142331	295	482477.9661	0.010914548	ENSMUSG00000078622	ENSMUST00000002043.9	3	chr11	106216344	106197407	18937	minus	106210288	106208315	1973	17	3	8	2	0.85	0.8	-0.087462841	20	10	0	0	1	0
ENSMUST00000002043.9_intron_9_0_chr11_106210463_r	2450.77773	1212	2022.093837	131892.7101	281	469369.0749	0.00430811	ENSMUSG00000078622	ENSMUST00000002043.9	2	chr11	106216344	106197407	18937	minus	106211673	106210461	1212	20	0	13	0	1	1	0	20	13	1	0.047619048	0	0
ENSMUST00000002091.5_intron_4_0_chrX_73707145_r	4705.34	5302	887.4651075	319888.16	247	1295093.765	0.000685252	ENSMUSG00000002015	ENSMUST00000002091.5	2	chrX	73716175	73686177	29998	minus	73712445	73707143	5302	10	0	2	0	1	NA	NA	10	2	0	0	1	0
ENSMUST00000002091.5_intron_5_0_chrX_73712546_r	5246.9	2249	2332.992441	321602	235	1368519.149	0.001704757	ENSMUSG00000002015	ENSMUST00000002091.5	1	chrX	73716175	73686177	29998	minus	73714793	73712544	2249	10	0	6	0	1	1	0	10	6	0	0	1	0
ENSMUST00000002121.4_intron_13_0_chr11_78221249_r	2540.3333	863	2943.607532	86162.5	294	293069.7279	0.010044052	ENSMUSG00000002052	ENSMUST00000002121.4	20	chr11	78245987	78206745	39242	minus	78222110	78221247	863	9	2	1	0	0.818181818	NA	NA	11	1	0	0	1	0
ENSMUST00000002121.4_intron_14_0_chr11_78222278_r	1173.6663	72	16300.92083	95535.9697	304	314263.0582	0.051870305	ENSMUSG00000002052	ENSMUST00000002121.4	19	chr11	78245987	78206745	39242	minus	78222348	78222276	72	7	6	1	0	0.538461538	NA	NA	13	1	0	0	1	0
ENSMUST00000002121.4_intron_15_0_chr11_78222486_r	1111.5	286	3886.363636	88420.17	272	325074.1544	0.011955314	ENSMUSG00000002052	ENSMUST00000002121.4	18	chr11	78245987	78206745	39242	minus	78222770	78222484	286	9	3	0	0	0.75	NA	NA	12	0	0	0	1	0
ENSMUST00000002198.3_intron_12_0_chr11_4178226_f	16789.083	917	18308.70556	166896	255	654494.1176	0.027973828	ENSMUSG00000002129	ENSMUST00000002198.3	12	chr11	4160349	4182541	22192	plus	4178224	4179141	917	2	10	1	0	0.166666667	NA	NA	12	1	0	0	1	0
ENSMUST00000002198.3_intron_13_0_chr11_4179243_f	2090.8336	113	18502.95221	108453.33	172	630542.6163	0.029344491	ENSMUSG00000002129	ENSMUST00000002198.3	13	chr11	4160349	4182541	22192	plus	4179241	4179354	113	2	14	1	1	0.125	NA	NA	16	2	0	0	1	0
ENSMUST00000002198.3_intron_14_0_chr11_4179426_f	5473.5	610	8972.95082	595181.3	2578	230869.3949	0.038865917	ENSMUSG00000002129	ENSMUST00000002198.3	14	chr11	4160349	4182541	22192	plus	4179424	4180034	610	3	12	1	0	0.2	NA	NA	15	1	0	0	1	0
ENSMUST00000002350.10_intron_1_0_chr17_25775142_f	5452.5	1826	2986.035049	76027.5	238	319443.2773	0.009347622	ENSMUSG00000002280	ENSMUST00000002350.10	1	chr17	25773775	25783332	9557	plus	25775140	25776966	1826	13	2	11	0	0.866666667	1	0.206450877	15	11	0	0	1	0
ENSMUST00000002350.10_intron_2_0_chr17_25777110_f	817	217	3764.976959	69754.5	275	253652.7273	0.014843038	ENSMUSG00000002280	ENSMUST00000002350.10	2	chr17	25773775	25783332	9557	plus	25777108	25777325	217	15	1	11	0	0.9375	1	0.093109404	16	11	0	0	1	0
ENSMUST00000002350.10_intron_3_0_chr17_25777458_f	1515.9501	1494	1014.692169	54562.5	266	205122.1805	0.00494677	ENSMUSG00000002280	ENSMUST00000002350.10	3	chr17	25773775	25783332	9557	plus	25777456	25778950	1494	11	1	9	1	0.916666667	0.9	-0.026472212	12	10	0	0	1	0
ENSMUST00000002350.10_intron_4_0_chr17_25779085_f	470.76904	415	1134.383229	50606.5	252	200819.4444	0.005648772	ENSMUSG00000002280	ENSMUST00000002350.10	4	chr17	25773775	25783332	9557	plus	25779083	25779498	415	12	2	8	2	0.857142857	0.8	-0.099535673	14	10	0	0	1	0
ENSMUST00000002350.10_intron_5_0_chr17_25779617_f	2492	692	3601.156069	47342	247	191668.0162	0.018788508	ENSMUSG00000002280	ENSMUST00000002350.10	5	chr17	25773775	25783332	9557	plus	25779615	25780307	692	9	5	7	4	0.642857143	0.636363636	-0.014646776	14	11	2	0.181818182	0	0
ENSMUST00000002891.10_intron_13_0_chr11_60756749_r	896.725847	2550	351.6571949	42897.24999	251	170905.3785	0.002057613	ENSMUSG00000002814	ENSMUST00000002891.10	4	chr11	60777365	60740057	37308	minus	60759297	60756747	2550	11	0	7	0	1	1	0	11	7	0	0	1	0
ENSMUST00000002891.10_intron_14_0_chr11_60759406_r	857.42213	2328	368.3084751	18932.75	183	103457.6503	0.003559993	ENSMUSG00000002814	ENSMUST00000002891.10	3	chr11	60777365	60740057	37308	minus	60761732	60759404	2328	13	1	10	0	0.928571429	1	0.106915203	14	10	3	0.1875	0	0
ENSMUST00000002891.10_intron_15_0_chr11_60761808_r	263.5	662	398.0362538	9432	148	63729.72973	0.006245692	ENSMUSG00000002814	ENSMUST00000002891.10	2	chr11	60777365	60740057	37308	minus	60762468	60761806	662	16	2	10	0	0.888888889	1	0.169925001	18	10	0	0	1	0
ENSMUST00000002891.10_intron_16_0_chr11_60762542_r	470.61111	826	569.7471065	9260.5	132	70155.30303	0.008121227	ENSMUSG00000002814	ENSMUST00000002891.10	1	chr11	60777365	60740057	37308	minus	60763366	60762540	826	17	0	10	0	1	1	0	17	10	0	0	1	0
ENSMUST00000002902.7_intron_3_0_chr9_21417144_f	4419.75829	130	33998.14069	234775.84	193	1216455.129	0.027948537	ENSMUSG00000002825	ENSMUST00000002902.7	3	chr9	21411836	21420274	8438	plus	21417142	21417272	130	12	0	26	1	1	0.962962963	-0.054447784	12	27	0	0	1	0
ENSMUST00000002902.7_intron_4_0_chr9_21417388_f	7877.25	898	8771.993318	290605.2	253	1148637.154	0.007636871	ENSMUSG00000002825	ENSMUST00000002902.7	4	chr9	21411836	21420274	8438	plus	21417386	21418284	898	11	0	16	0	1	1	0	11	16	0	0	1	0
ENSMUST00000003029.13_intron_10_0_chr8_4270026_r	5635.10003	4113	1370.070515	166832.5	265	629556.6037	0.002176247	ENSMUSG00000002949	ENSMUST00000003029.13	1	chr8	4275913	4259730	16183	minus	4274137	4270024	4113	10	1	2	0	0.909090909	NA	NA	11	2	0	0	1	0
ENSMUST00000003121.8_intron_2_0_chr8_72171301_f	4259.59996	3227	1319.987592	158226.2001	137	1154935.767	0.00114291	ENSMUSG00000003037	ENSMUST00000003121.8	2	chr8	72161199	72183904	22705	plus	72171299	72174526	3227	9	1	8	0	0.9	1	0.152003093	10	8	0	0	1	0
ENSMUST00000003121.8_intron_3_0_chr8_72174604_f	4305.68333	1238	3477.934838	223345.3	166	1345453.614	0.002584953	ENSMUSG00000003037	ENSMUST00000003121.8	3	chr8	72161199	72183904	22705	plus	72174602	72175840	1238	9	2	8	0	0.818181818	1	0.289506618	11	8	0	0	1	0
ENSMUST00000003121.8_intron_4_0_chr8_72175930_f	4536.5	395	11484.81013	194100.02	154	1260389.74	0.00911211	ENSMUSG00000003037	ENSMUST00000003121.8	4	chr8	72161199	72183904	22705	plus	72175928	72176323	395	8	2	9	0	0.8	1	0.321928095	10	9	0	0	1	0
ENSMUST00000003152.13_intron_3_0_chr10_80126166_f	4028	69	58376.81159	155382.82	268	579786.6418	0.100686714	ENSMUSG00000003068	ENSMUST00000003152.13	3	chr10	80115802	80130682	14880	plus	80126164	80126233	69	4	7	3	0	0.363636364	NA	NA	11	3	1	0.2	0	0
ENSMUST00000003152.13_intron_8_0_chr10_80130112_f	3782.5	146	25907.53425	241493	632	382109.1772	0.067801392	ENSMUSG00000003068	ENSMUST00000003152.13	8	chr10	80115802	80130682	14880	plus	80130110	80130256	146	10	1	6	1	0.909090909	0.857142857	-0.084888897	11	7	0	0	1	0
ENSMUST00000003319.5_intron_10_0_chr16_20551985_f	1290.5	116	11125	24256.181	77	315015.3377	0.035315741	ENSMUSG00000003234	ENSMUST00000003319.5	10	chr16	20548576	20561379	12803	plus	20551983	20552099	116	11	0	14	0	1	1	0	11	14	1	0.083333333	0	0
ENSMUST00000003319.5_intron_3_0_chr16_20549791_f	784	215	3646.511628	41567.5	143	290681.8182	0.012544684	ENSMUSG00000003234	ENSMUST00000003319.5	3	chr16	20548576	20561379	12803	plus	20549789	20550004	215	14	8	28	5	0.636363636	0.848484848	0.4150375	22	33	1	0.066666667	0	0
ENSMUST00000003319.5_intron_4_0_chr16_20550102_f	1077	102	10558.82353	67182	219	306767.1233	0.034419671	ENSMUSG00000003234	ENSMUST00000003319.5	4	chr16	20548576	20561379	12803	plus	20550100	20550202	102	14	0	28	2	1	0.933333333	-0.099535674	14	30	3	0.176470588	0	0
ENSMUST00000003319.5_intron_5_0_chr16_20550325_f	1177	98	12010.20408	134362.5	388	346295.1031	0.034681992	ENSMUSG00000003234	ENSMUST00000003319.5	5	chr16	20548576	20561379	12803	plus	20550323	20550421	98	15	0	22	0	1	1	0	15	22	0	0	1	0
ENSMUST00000003319.5_intron_6_0_chr16_20550688_f	3369.01666	788	4275.401853	119016.5	346	343978.3237	0.012429277	ENSMUSG00000003234	ENSMUST00000003319.5	6	chr16	20548576	20561379	12803	plus	20550686	20551474	788	12	0	17	0	1	1	0	12	17	1	0.076923077	0	0
ENSMUST00000003319.5_intron_7_0_chr16_20551555_f	779	91	8560.43956	40146.5	139	288823.741	0.029638975	ENSMUSG00000003234	ENSMUST00000003319.5	7	chr16	20548576	20561379	12803	plus	20551553	20551644	91	12	0	16	0	1	1	0	12	16	0	0	1	0
ENSMUST00000003319.5_intron_8_0_chr16_20551704_f	757.667	104	7285.259615	37282.668	115	324197.113	0.022471698	ENSMUSG00000003234	ENSMUST00000003319.5	8	chr16	20548576	20561379	12803	plus	20551702	20551806	104	12	0	15	0	1	1	0	12	15	0	0	1	0
ENSMUST00000003319.5_intron_9_0_chr16_20551863_f	1439.5003	101	14252.47822	27761.175	78	355912.5	0.040044894	ENSMUSG00000003234	ENSMUST00000003319.5	9	chr16	20548576	20561379	12803	plus	20551861	20551962	101	11	2	14	0	0.846153846	1	0.2410081	13	14	0	0	1	0
ENSMUST00000003386.6_intron_5_0_chr9_21007541_f	9353.25	92	101665.7609	531158.8	215	2470506.047	0.041151796	ENSMUSG00000003299	ENSMUST00000003386.6	5	chr9	21002737	21008839	6102	plus	21007539	21007631	92	8	4	2	0	0.666666667	NA	NA	12	2	1	0.111111111	0	0
ENSMUST00000003386.6_intron_6_0_chr9_21007741_f	11793	84	140392.8571	428857.21	185	2318147.081	0.060562532	ENSMUSG00000003299	ENSMUST00000003386.6	6	chr9	21002737	21008839	6102	plus	21007739	21007823	84	9	2	0	0	0.818181818	NA	NA	11	0	0	0	1	0
ENSMUST00000003461.14_intron_4_0_chr11_6334649_f	7773.2096	3911	1987.524827	212676.4999	269	790618.9587	0.002513885	ENSMUSG00000020456	ENSMUST00000003461.14	4	chr11	6291632	6356642	65010	plus	6334647	6338558	3911	8	3	15	0	0.727272727	1	0.459431619	11	15	0	0	1	0
ENSMUST00000003461.14_intron_5_0_chr11_6338713_f	2248	398	5648.241206	233475.02	300	778250.0667	0.007257617	ENSMUSG00000020456	ENSMUST00000003461.14	5	chr11	6291632	6356642	65010	plus	6338711	6339109	398	9	4	14	0	0.692307692	1	0.530514717	13	14	0	0	1	0
ENSMUST00000003521.9_intron_0_0_chr7_45122559_r	87956.166	272	323368.2574	4224395.684	308	13715570.4	0.023576727	ENSMUSG00000003429	ENSMUST00000003521.9	3	chr7	45124439	45122378	2061	minus	45122829	45122557	272	127	2	22	0	0.984496124	1	0.022542569	129	22	3	0.023076923	0	0
ENSMUST00000003521.9_intron_1_0_chr7_45122959_r	79371.402	206	385298.068	3446962.97	204	16896877.3	0.022802916	ENSMUSG00000003429	ENSMUST00000003521.9	2	chr7	45124439	45122378	2061	minus	45123163	45122957	206	160	4	35	0	0.975609756	1	0.03562391	164	35	0	0	1	0
ENSMUST00000003521.9_intron_2_0_chr7_45123239_r	65040.9669	182	357367.95	3028472.966	206	14701325.08	0.024308554	ENSMUSG00000003429	ENSMUST00000003521.9	1	chr7	45124439	45122378	2061	minus	45123419	45123237	182	173	1	37	0	0.994252874	1	0.008315268	174	37	0	0	1	0
