chr	start	end	txname	score	strand	geneid	type
chr1	133025338	133025338	ENSMUST00000186617.6	2401	-	ENSMUSG00000054387.13	protein_coding
chr1	132391281	132391281	ENSMUST00000045473.15	482	-	ENSMUSG00000042066.15	protein_coding
chr1	132390318	132390318	ENSMUST00000132435.1	930	-	ENSMUSG00000042066.15	protein_coding
chr1	132367887	132367887	ENSMUST00000142609.7	2727	-	ENSMUSG00000042066.15	protein_coding
chr1	132367072	132367072	ENSMUST00000136828.1	1146	-	ENSMUSG00000042066.15	processed_transcript
chr1	132364948	132364948	ENSMUST00000125439.1	758	-	ENSMUSG00000042066.15	processed_transcript
chr1	132139684	132139684	ENSMUST00000027697.11	220	-	ENSMUSG00000026437.11	protein_coding
chr1	132139605	132139605	ENSMUST00000112362.2	245	-	ENSMUSG00000026437.11	protein_coding
chr1	132067965	132067965	ENSMUST00000112370.8	255	-	ENSMUSG00000059149.17	protein_coding
chr1	132067963	132067963	ENSMUST00000144548.8	255	-	ENSMUSG00000059149.17	protein_coding
chr1	132067933	132067933	ENSMUST00000046658.9	266	-	ENSMUSG00000059149.17	protein_coding
chr1	132067911	132067911	ENSMUST00000126927.7	267	-	ENSMUSG00000059149.17	protein_coding
chr1	131279606	131279606	ENSMUST00000062108.9	382	-	ENSMUSG00000042349.13	protein_coding
chr1	131245258	131245258	ENSMUST00000027688.14	402	-	ENSMUSG00000026430.16	protein_coding
chr1	131245258	131245258	ENSMUST00000112442.1	402	-	ENSMUSG00000026430.16	protein_coding
chr1	131245258	131245258	ENSMUST00000124796.1	402	-	ENSMUSG00000026430.16	processed_transcript
chr1	131200135	131200135	ENSMUST00000068564.14	1472	-	ENSMUSG00000026430.16	protein_coding
chr1	131138340	131138340	ENSMUST00000016670.8	1022	-	ENSMUSG00000016526.8	protein_coding
chr1	131138245	131138245	ENSMUST00000189756.1	1804	-	ENSMUSG00000016526.8	protein_coding
chr1	131097826	131097826	ENSMUST00000016672.10	2961	-	ENSMUSG00000016528.10	protein_coding
chr1	130715778	130715778	ENSMUST00000169659.7	2376	-	ENSMUSG00000026409.14	protein_coding
chr1	130715734	130715734	ENSMUST00000066863.12	2456	-	ENSMUSG00000026409.14	protein_coding
chr1	130462744	130462744	ENSMUST00000027650.12	1083	-	ENSMUSG00000026399.12	protein_coding
chr1	130462451	130462451	ENSMUST00000133057.1	1723	-	ENSMUSG00000026399.12	processed_transcript
chr1	128417368	128417368	ENSMUST00000064309.8	4558	-	ENSMUSG00000026356.15	protein_coding
chr1	128417359	128417359	ENSMUST00000027602.14	4603	-	ENSMUSG00000026356.15	protein_coding
chr1	128359664	128359664	ENSMUST00000027601.10	2783	-	ENSMUSG00000026355.11	protein_coding
chr1	128359647	128359647	ENSMUST00000190495.1	2869	-	ENSMUSG00000026355.11	protein_coding
chr1	128328318	128328318	ENSMUST00000073490.6	129	-	ENSMUSG00000026354.8	protein_coding
chr1	128103047	128103047	ENSMUST00000097597.6	426	-	ENSMUSG00000036086.16	processed_transcript
chr1	128103001	128103001	ENSMUST00000112538.3	447	-	ENSMUSG00000036086.16	protein_coding
chr1	128102462	128102462	ENSMUST00000086614.11	573	-	ENSMUSG00000036086.16	protein_coding
chr1	125435727	125435727	ENSMUST00000188497.6	1527	-	ENSMUSG00000026341.16	protein_coding
chr1	125435707	125435707	ENSMUST00000187460.6	1608	-	ENSMUSG00000026341.16	protein_coding
chr1	125435547	125435547	ENSMUST00000178474.7	3999	-	ENSMUSG00000026341.16	protein_coding
chr1	125434646	125434646	ENSMUST00000191544.6	712	-	ENSMUSG00000026341.16	protein_coding
chr1	121567989	121567989	ENSMUST00000001724.11	1427	-	ENSMUSG00000001674.11	protein_coding
chr1	121328024	121328024	ENSMUST00000003818.13	920	-	ENSMUSG00000003721.14	protein_coding
chr1	121327793	121327793	ENSMUST00000160688.1	2125	-	ENSMUSG00000003721.14	protein_coding
chr1	121327719	121327719	ENSMUST00000186915.1	2280	-	ENSMUSG00000003721.14	protein_coding
chr1	121327688	121327688	ENSMUST00000161818.1	2274	-	ENSMUSG00000003721.14	protein_coding
chr1	121327682	121327682	ENSMUST00000159125.1	2269	-	ENSMUSG00000003721.14	protein_coding
chr1	121327678	121327678	ENSMUST00000159085.7	2263	-	ENSMUSG00000003721.14	protein_coding
chr1	120265284	120265284	ENSMUST00000112640.7	697	-	ENSMUSG00000026389.16	protein_coding
chr1	120265255	120265255	ENSMUST00000140490.7	716	-	ENSMUSG00000026389.16	protein_coding
chr1	120121078	120121078	ENSMUST00000027634.12	2176	-	ENSMUSG00000026385.16	protein_coding
chr1	120120937	120120937	ENSMUST00000151708.2	2685	-	ENSMUSG00000026385.16	protein_coding
chr1	120120170	120120170	ENSMUST00000128408.7	132	-	ENSMUSG00000026385.16	processed_transcript
chr1	120120138	120120138	ENSMUST00000112648.7	131	-	ENSMUSG00000026385.16	protein_coding
chr1	119913208	119913208	ENSMUST00000037906.5	4202	-	ENSMUSG00000036975.5	protein_coding
chr1	119837347	119837347	ENSMUST00000163435.7	4207	-	ENSMUSG00000026384.13	protein_coding
chr1	119836999	119836999	ENSMUST00000163621.1	806	-	ENSMUSG00000026384.13	protein_coding
chr1	119649000	119649000	ENSMUST00000191046.6	476	-	ENSMUSG00000026383.14	protein_coding
chr1	119648936	119648936	ENSMUST00000052404.12	518	-	ENSMUSG00000026383.14	protein_coding
chr1	119648934	119648934	ENSMUST00000163147.7	519	-	ENSMUSG00000026383.14	protein_coding
chr1	119648617	119648617	ENSMUST00000027632.13	1408	-	ENSMUSG00000026383.14	protein_coding
chr1	119504794	119504794	ENSMUST00000004565.14	1461	-	ENSMUSG00000004451.14	protein_coding
chr1	118982588	118982588	ENSMUST00000159678.2	138	-	ENSMUSG00000048402.14	processed_transcript
chr1	118311416	118311416	ENSMUST00000027623.8	367	-	ENSMUSG00000026374.14	protein_coding
chr1	111864918	111864918	ENSMUST00000035462.6	563	-	ENSMUSG00000038702.6	protein_coding
chr1	111864883	111864883	ENSMUST00000189731.1	607	-	ENSMUSG00000038702.6	processed_transcript
chr1	111864880	111864880	ENSMUST00000189370.1	607	-	ENSMUSG00000038702.6	processed_transcript
chr1	111864768	111864768	ENSMUST00000186365.1	781	-	ENSMUSG00000038702.6	processed_transcript
chr1	106796728	106796728	ENSMUST00000094646.5	8355	-	ENSMUSG00000009907.17	protein_coding
chr1	106796667	106796667	ENSMUST00000112736.7	10351	-	ENSMUSG00000009907.17	protein_coding
chr1	106759727	106759727	ENSMUST00000010049.5	3874	-	ENSMUSG00000009905.5	protein_coding
chr1	106714274	106714274	ENSMUST00000112751.1	2860	-	ENSMUSG00000057329.7	protein_coding
chr1	105663662	105663662	ENSMUST00000186485.6	2427	-	ENSMUSG00000056536.14	protein_coding
chr1	105663662	105663662	ENSMUST00000190811.6	2427	-	ENSMUSG00000056536.14	protein_coding
chr1	97770411	97770411	ENSMUST00000042509.12	325	-	ENSMUSG00000040648.14	protein_coding
chr1	97662074	97662074	ENSMUST00000053033.13	1996	-	ENSMUSG00000044768.16	protein_coding
chr1	97662074	97662074	ENSMUST00000149927.1	1996	-	ENSMUSG00000044768.16	protein_coding
chr1	97661676	97661676	ENSMUST00000142234.1	848	-	ENSMUSG00000044768.16	protein_coding
chr1	97661676	97661676	ENSMUST00000153115.7	848	-	ENSMUSG00000044768.16	protein_coding
chr1	95667571	95667571	ENSMUST00000043336.10	664	-	ENSMUSG00000040710.10	protein_coding
chr1	95667535	95667535	ENSMUST00000189556.1	684	-	ENSMUSG00000040710.10	protein_coding
chr1	93801934	93801934	ENSMUST00000027503.13	2002	-	ENSMUSG00000026281.15	protein_coding
chr1	93801906	93801906	ENSMUST00000112890.2	2224	-	ENSMUSG00000026281.15	protein_coding
chr1	93799361	93799361	ENSMUST00000144106.1	132	-	ENSMUSG00000026281.15	processed_transcript
chr1	93799001	93799001	ENSMUST00000112893.1	470	-	ENSMUSG00000026281.15	protein_coding
chr1	93754780	93754780	ENSMUST00000190116.6	463	-	ENSMUSG00000026279.14	protein_coding
chr1	93635722	93635722	ENSMUST00000027498.13	5739	-	ENSMUSG00000026277.14	protein_coding
chr1	93478801	93478801	ENSMUST00000170883.7	1718	-	ENSMUSG00000034088.15	protein_coding
chr1	93478377	93478377	ENSMUST00000188165.1	2858	-	ENSMUSG00000034088.15	protein_coding
chr1	93445686	93445686	ENSMUST00000042498.13	18833	-	ENSMUSG00000034088.15	protein_coding
chr1	93440961	93440961	ENSMUST00000188988.6	131	-	ENSMUSG00000034088.15	protein_coding
chr1	93343482	93343482	ENSMUST00000128253.1	624	-	ENSMUSG00000026274.11	protein_coding
chr1	93342789	93342789	ENSMUST00000027493.3	909	-	ENSMUSG00000026274.11	protein_coding
chr1	93305915	93305915	ENSMUST00000027492.13	1643	-	ENSMUSG00000026273.13	protein_coding
chr1	93305864	93305864	ENSMUST00000112942.1	1828	-	ENSMUSG00000026273.13	protein_coding
chr1	93305863	93305863	ENSMUST00000112944.7	1828	-	ENSMUSG00000026273.13	protein_coding
chr1	92648841	92648841	ENSMUST00000053144.3	381	-	ENSMUSG00000044055.5	protein_coding
chr1	92641985	92641985	ENSMUST00000097642.3	3357	-	ENSMUSG00000073616.10	protein_coding
chr1	92640564	92640564	ENSMUST00000112999.7	413	-	ENSMUSG00000073616.10	protein_coding
chr1	92473860	92473860	ENSMUST00000027478.6	5821	-	ENSMUSG00000026260.12	protein_coding
chr1	92473747	92473747	ENSMUST00000185251.1	7435	-	ENSMUSG00000026260.12	protein_coding
chr1	92180341	92180341	ENSMUST00000097644.8	1282	-	ENSMUSG00000026313.16	protein_coding
chr1	92180297	92180297	ENSMUST00000186002.2	1497	-	ENSMUSG00000026313.16	protein_coding
chr1	91459324	91459324	ENSMUST00000069620.9	2862	-	ENSMUSG00000055866.9	protein_coding
chr1	91413222	91413222	ENSMUST00000086851.1	2243	-	ENSMUSG00000067071.8	protein_coding
chr1	91398815	91398815	ENSMUST00000191230.6	3114	-	ENSMUSG00000026309.14	processed_transcript
chr1	91398783	91398783	ENSMUST00000027534.12	3230	-	ENSMUSG00000026309.14	protein_coding
chr1	91384626	91384626	ENSMUST00000190747.6	141	-	ENSMUSG00000026309.14	protein_coding
chr1	88277633	88277633	ENSMUST00000054674.14	4292	-	ENSMUSG00000044783.16	protein_coding
chr1	88277557	88277557	ENSMUST00000065420.11	12479	-	ENSMUSG00000044783.16	protein_coding
chr1	88277506	88277506	ENSMUST00000147393.1	13051	-	ENSMUSG00000044783.16	protein_coding
chr1	88269392	88269392	ENSMUST00000127446.1	458	-	ENSMUSG00000044783.16	protein_coding
chr1	88008551	88008551	ENSMUST00000040783.10	1365	-	ENSMUSG00000005501.14	protein_coding
chr1	88008534	88008534	ENSMUST00000187758.6	1375	-	ENSMUSG00000005501.14	protein_coding
chr1	86582547	86582547	ENSMUST00000027444.14	1921	-	ENSMUSG00000026239.14	protein_coding
chr1	86582547	86582547	ENSMUST00000146220.1	1921	-	ENSMUSG00000026239.14	protein_coding
chr1	86359400	86359400	ENSMUST00000027438.7	6577	-	ENSMUSG00000026234.12	protein_coding
chr1	86358969	86358969	ENSMUST00000185785.1	3214	-	ENSMUSG00000026234.12	protein_coding
chr1	85736629	85736629	ENSMUST00000064788.13	879	-	ENSMUSG00000052760.16	protein_coding
chr1	85736581	85736581	ENSMUST00000159320.7	937	-	ENSMUSG00000052760.16	processed_transcript
chr1	85736554	85736554	ENSMUST00000161453.1	969	-	ENSMUSG00000052760.16	processed_transcript
chr1	85598817	85598817	ENSMUST00000093508.6	697	-	ENSMUSG00000070034.13	protein_coding
chr1	85598779	85598779	ENSMUST00000143363.7	720	-	ENSMUSG00000070034.13	processed_transcript
chr1	85598779	85598779	ENSMUST00000152399.7	720	-	ENSMUSG00000070034.13	processed_transcript
chr1	85270566	85270566	ENSMUST00000064341.8	763	-	ENSMUSG00000052477.15	protein_coding
chr1	85270543	85270543	ENSMUST00000093506.11	764	-	ENSMUSG00000052477.15	protein_coding
chr1	85270178	85270178	ENSMUST00000161267.7	398	-	ENSMUSG00000052477.15	protein_coding
chr1	85109853	85109853	ENSMUST00000160792.7	1233	-	ENSMUSG00000089844.7	protein_coding
chr1	84840266	84840266	ENSMUST00000190067.6	297	-	ENSMUSG00000026219.14	protein_coding
chr1	84839304	84839304	ENSMUST00000186894.6	5573	-	ENSMUSG00000026219.14	protein_coding
chr1	84838731	84838731	ENSMUST00000187818.1	1350	-	ENSMUSG00000026219.14	protein_coding
chr1	84793551	84793551	ENSMUST00000190464.6	171	-	ENSMUSG00000026219.14	protein_coding
chr1	82771243	82771243	ENSMUST00000223838.1	191	-	ENSMUSG00000114299.1	protein_coding
chr1	80340480	80340480	ENSMUST00000163119.7	3631	-	ENSMUSG00000004364.14	protein_coding
chr1	79761769	79761769	ENSMUST00000048820.13	2843	-	ENSMUSG00000073643.11	protein_coding
chr1	79761769	79761769	ENSMUST00000113510.7	2843	-	ENSMUSG00000073643.11	protein_coding
chr1	79761769	79761769	ENSMUST00000113512.7	2843	-	ENSMUSG00000073643.11	protein_coding
chr1	79761769	79761769	ENSMUST00000113514.7	2843	-	ENSMUSG00000073643.11	protein_coding
chr1	79761769	79761769	ENSMUST00000113515.7	2843	-	ENSMUSG00000073643.11	protein_coding
chr1	79671972	79671972	ENSMUST00000162342.7	677	-	ENSMUSG00000054702.14	protein_coding
chr1	78488897	78488897	ENSMUST00000068333.13	852	-	ENSMUSG00000026245.16	protein_coding
chr1	78488859	78488859	ENSMUST00000170217.7	1000	-	ENSMUSG00000026245.16	protein_coding
chr1	78488842	78488842	ENSMUST00000190441.1	1039	-	ENSMUSG00000026245.16	protein_coding
chr1	75479307	75479307	ENSMUST00000094818.3	1723	-	ENSMUSG00000032997.16	protein_coding
chr1	75479271	75479271	ENSMUST00000079205.13	1797	-	ENSMUSG00000032997.16	protein_coding
chr1	75317659	75317659	ENSMUST00000185797.6	451	-	ENSMUSG00000026209.15	protein_coding
chr1	75317637	75317637	ENSMUST00000066668.13	467	-	ENSMUSG00000026209.15	protein_coding
chr1	75317382	75317382	ENSMUST00000189282.2	1033	-	ENSMUSG00000026209.15	protein_coding
chr1	75317313	75317313	ENSMUST00000187075.6	1026	-	ENSMUSG00000026209.15	protein_coding
chr1	75317149	75317149	ENSMUST00000187836.6	250	-	ENSMUSG00000026209.15	protein_coding
chr1	75316993	75316993	ENSMUST00000185419.6	803	-	ENSMUSG00000026209.15	protein_coding
chr1	75316945	75316945	ENSMUST00000113605.9	791	-	ENSMUSG00000026209.15	protein_coding
chr1	75232090	75232090	ENSMUST00000180101.2	279	-	ENSMUSG00000096094.2	protein_coding
chr1	75223654	75223654	ENSMUST00000179573.1	731	-	ENSMUSG00000096094.2	protein_coding
chr1	75219294	75219294	ENSMUST00000186213.6	19048	-	ENSMUSG00000026202.13	protein_coding
chr1	75218888	75218888	ENSMUST00000189131.1	4377	-	ENSMUSG00000026202.13	protein_coding
chr1	75218888	75218888	ENSMUST00000190717.6	4377	-	ENSMUSG00000026202.13	protein_coding
chr1	75218624	75218624	ENSMUST00000079464.12	7414	-	ENSMUSG00000026202.13	protein_coding
chr1	75217414	75217414	ENSMUST00000186971.1	2348	-	ENSMUSG00000026202.13	protein_coding
chr1	75210813	75210813	ENSMUST00000185448.1	1794	-	ENSMUSG00000026200.13	protein_coding
chr1	75199108	75199108	ENSMUST00000186148.1	145	-	ENSMUSG00000026200.13	processed_transcript
chr1	75191923	75191923	ENSMUST00000040689.14	5762	-	ENSMUSG00000033124.15	protein_coding
chr1	75191714	75191714	ENSMUST00000186744.1	1755	-	ENSMUSG00000033124.15	protein_coding
chr1	75190382	75190382	ENSMUST00000189820.6	280	-	ENSMUSG00000033124.15	protein_coding
chr1	75186047	75186047	ENSMUST00000187785.1	243	-	ENSMUSG00000033124.15	protein_coding
chr1	75180392	75180392	ENSMUST00000027396.14	3381	-	ENSMUSG00000026198.15	protein_coding
chr1	75142711	75142711	ENSMUST00000189809.1	3918	-	ENSMUSG00000033159.14	protein_coding
chr1	75142697	75142697	ENSMUST00000041213.11	4821	-	ENSMUSG00000033159.14	protein_coding
chr1	75142638	75142638	ENSMUST00000168720.7	5272	-	ENSMUSG00000033159.14	protein_coding
chr1	75141803	75141803	ENSMUST00000189403.6	2591	-	ENSMUSG00000033159.14	protein_coding
chr1	75141691	75141691	ENSMUST00000190679.6	6201	-	ENSMUSG00000033159.14	protein_coding
chr1	75133890	75133890	ENSMUST00000027405.5	366	-	ENSMUSG00000026205.8	protein_coding
chr1	74601397	74601397	ENSMUST00000027357.11	4288	-	ENSMUSG00000026171.12	protein_coding
chr1	74601377	74601377	ENSMUST00000113721.7	4314	-	ENSMUSG00000026171.12	protein_coding
chr1	74588133	74588133	ENSMUST00000147011.2	5647	-	ENSMUSG00000026135.17	processed_transcript
chr1	74588028	74588028	ENSMUST00000113737.7	6679	-	ENSMUSG00000026135.17	protein_coding
chr1	74588025	74588025	ENSMUST00000027315.13	6677	-	ENSMUSG00000026135.17	protein_coding
chr1	74505806	74505806	ENSMUST00000186282.6	1576	-	ENSMUSG00000033364.13	protein_coding
chr1	74304361	74304361	ENSMUST00000113796.7	143	-	ENSMUSG00000006301.17	protein_coding
chr1	74304215	74304215	ENSMUST00000154859.1	3534	-	ENSMUSG00000006301.17	processed_transcript
chr1	74304120	74304120	ENSMUST00000141560.1	3626	-	ENSMUSG00000006301.17	protein_coding
chr1	74284738	74284738	ENSMUST00000006462.13	2116	-	ENSMUSG00000006299.13	protein_coding
chr1	72284314	72284314	ENSMUST00000027381.12	1263	-	ENSMUSG00000026189.13	protein_coding
chr1	72284259	72284259	ENSMUST00000097698.4	1444	-	ENSMUSG00000026189.13	protein_coding
chr1	67038872	67038872	ENSMUST00000113979.9	687	-	ENSMUSG00000026000.16	protein_coding
chr1	67038865	67038865	ENSMUST00000027149.11	701	-	ENSMUSG00000026000.16	protein_coding
chr1	67038834	67038834	ENSMUST00000119559.7	729	-	ENSMUSG00000026000.16	protein_coding
chr1	67038834	67038834	ENSMUST00000149996.1	729	-	ENSMUSG00000026000.16	protein_coding
chr1	66817562	66817562	ENSMUST00000113987.1	1518	-	ENSMUSG00000026004.15	protein_coding
chr1	66817546	66817546	ENSMUST00000068168.9	1540	-	ENSMUSG00000026004.15	protein_coding
chr1	65186479	65186479	ENSMUST00000191459.1	869	-	ENSMUSG00000025950.16	protein_coding
chr1	65186459	65186459	ENSMUST00000186222.6	935	-	ENSMUSG00000025950.16	protein_coding
chr1	65186438	65186438	ENSMUST00000188109.6	961	-	ENSMUSG00000025950.16	protein_coding
chr1	65179181	65179181	ENSMUST00000097709.10	959	-	ENSMUSG00000025950.16	protein_coding
chr1	64956824	64956824	ENSMUST00000097713.1	3536	-	ENSMUSG00000051344.13	protein_coding
chr1	64956775	64956775	ENSMUST00000123225.1	4037	-	ENSMUSG00000051344.13	protein_coding
chr1	64956727	64956727	ENSMUST00000134097.1	4179	-	ENSMUSG00000051344.13	processed_transcript
chr1	64737751	64737751	ENSMUST00000063982.6	2439	-	ENSMUSG00000045005.9	protein_coding
chr1	64737749	64737749	ENSMUST00000116133.3	2450	-	ENSMUSG00000045005.9	protein_coding
chr1	64617242	64617242	ENSMUST00000114079.8	3321	-	ENSMUSG00000025956.10	protein_coding
chr1	64617168	64617168	ENSMUST00000053469.1	3993	-	ENSMUSG00000025956.10	protein_coding
chr1	64122282	64122282	ENSMUST00000135075.1	2406	-	ENSMUSG00000025959.13	protein_coding
chr1	64121491	64121491	ENSMUST00000114086.7	664	-	ENSMUSG00000025959.13	protein_coding
chr1	64121482	64121482	ENSMUST00000055001.9	687	-	ENSMUSG00000025959.13	protein_coding
chr1	63176833	63176833	ENSMUST00000189664.1	289	-	ENSMUSG00000025968.16	protein_coding
chr1	63176822	63176822	ENSMUST00000027111.14	370	-	ENSMUSG00000025968.16	protein_coding
chr1	63176732	63176732	ENSMUST00000168099.8	3265	-	ENSMUSG00000025968.16	protein_coding
chr1	63114334	63114334	ENSMUST00000137511.7	588	-	ENSMUSG00000040865.15	protein_coding
chr1	63114255	63114255	ENSMUST00000153992.1	701	-	ENSMUSG00000040865.15	protein_coding
chr1	60098645	60098645	ENSMUST00000117438.7	466	-	ENSMUSG00000026019.15	protein_coding
chr1	60098146	60098146	ENSMUST00000122038.7	3500	-	ENSMUSG00000026019.15	protein_coding
chr1	60097908	60097908	ENSMUST00000027173.14	887	-	ENSMUSG00000026019.15	protein_coding
chr1	60043184	60043184	ENSMUST00000186970.1	591	-	ENSMUSG00000026018.12	processed_transcript
chr1	60043122	60043122	ENSMUST00000191251.6	495	-	ENSMUSG00000026018.12	protein_coding
chr1	60043087	60043087	ENSMUST00000027172.12	350	-	ENSMUSG00000026018.12	protein_coding
chr1	59670834	59670834	ENSMUST00000091374.8	7628	-	ENSMUSG00000026021.15	protein_coding
chr1	59670792	59670792	ENSMUST00000191158.6	8043	-	ENSMUSG00000026021.15	processed_transcript
chr1	59670739	59670739	ENSMUST00000185265.1	8250	-	ENSMUSG00000026021.15	protein_coding
chr1	59237231	59237231	ENSMUST00000027178.12	4965	-	ENSMUSG00000026024.14	protein_coding
chr1	59237226	59237226	ENSMUST00000160945.1	4995	-	ENSMUSG00000026024.14	protein_coding
chr1	59237093	59237093	ENSMUST00000163058.1	5393	-	ENSMUSG00000026024.14	protein_coding
chr1	59120408	59120408	ENSMUST00000186395.1	294	-	ENSMUSG00000038079.14	protein_coding
chr1	59120382	59120382	ENSMUST00000186794.6	298	-	ENSMUSG00000038079.14	protein_coding
chr1	59120094	59120094	ENSMUST00000094917.9	914	-	ENSMUSG00000038079.14	protein_coding
chr1	59119806	59119806	ENSMUST00000087475.10	690	-	ENSMUSG00000038079.14	protein_coding
chr1	58973430	58973430	ENSMUST00000027186.11	3541	-	ENSMUSG00000026028.12	protein_coding
chr1	58973429	58973429	ENSMUST00000173590.1	3552	-	ENSMUSG00000026028.12	protein_coding
